n_gram,food,food_sec,food_pri,food_Light/trad,food_wholesome/salty snacks,food_packaged/nonpackaged,products,products_pri,brand,emotion,emotion_sec,emotion_pri,location,location_pri,companion,companion_sec,companion_pri,tod,tod_pri,technical,technical_pri,functional,functional_pri,activity,activity_pri,beverage,beverage_sec,beverage_pri 
pine,pine,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,,,
pineapple,pineapple,fruits,natural,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pine apple,pineapple,fruits,natural,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pinga,,,,,,,,,,,,,,,,,,,,,,,,,,pinga,cocktails,alcoholic
pingada,,,,,,,,,,,,,,,,,,,,,,,,,,pingada,coffee,non alcoholic
pingado,,,,,,,,,,,,,,,,,,,,,,,,,,pingado,coffee,non alcoholic
pingo douro,pingo douro,salty snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pipoca,pipoca,salty snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pipoca zero alho e oregano,,,,,,,pipoca zero alho e oregano,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
pipoca zero natural,,,,,,,pipoca zero natural,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
pippos vitaminado,pippos vitaminado,salty snacks,light food,light food,salty snacks,,pippos vitaminado,pippos vitaminado,pippos,,,,,,,,,,,portable,portable,rte,rte,,,,,
piraque,piraque,wholesome snacks,light food,light food,wholesome snacks,,piraque,piraque,piraque,,,,,,,,,,,,,,,,,,,
piruli,pirulito,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pirulito,pirulito,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pistache,pistachios,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pistaches,pistachios,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pistachio,pistachios,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pistachios,pistachios,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pistou,pistou,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
pita,pita,breads,breads,light food,wholesome snacks,packaged food,,,,,,,,,,,,,,,,,,,,,,
pizza,pizza,heavy meal,heavy meal,,,,,,,,,,,,,,,,,,,,,,,,,
pizzeria,,,,,,,,,,,,,pizzeria,coffee shops/bakery/eatery,,,,,,,,,,,,,,
plantain,plantain,fruits,natural,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
platano,plantain,fruits,natural,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
play,,,,,,,,,,,,,,,,,,,,,,,,playing,physical activity,,,
played,,,,,,,,,,,,,,,,,,,,,,,,playing,physical activity,,,
playing,,,,,,,,,,,,,,,,,,,,,,,,playing,physical activity,,,
plum,plum,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
poach,poached,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
poaching,poached,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
poached,poached,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
poinsettia,,,,,,,,,,,,,,,,,,,,,,,,,,poinsettia,cocktails,alcoholic
polpa de tomate passata,,,,,,,polpa de tomate passata,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
pomodoro,pomodoro,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
pop tart,pop tarts,wholesome snacks,light food,light food,wholesome snacks,,pop tarts,pop tarts,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pop tarts,pop tarts,wholesome snacks,light food,light food,wholesome snacks,,pop tarts,pop tarts,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pop corn,popcorn,snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
popcorn,popcorn,snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
popsicle,popsicle,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
popsicles,popsicle,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
porch,,,,,,,,,,,,,porch,home,,,,,,,,,,,,,,
pork,pork,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
pork chops,pork,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
porridge,porridge,cereal,light food,,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
pot pie,pot pie,salty snacks,light food,,salty snacks,,,,,,,,,,,,,,,,,,,,,,,
potassium,,,,,,,,,,,,,,,,,,,,potassium,nutritional,,,,,,,
potato,potato,veggies,veggies,,,,,,,,,,,,,,,,,,,,,,,,,
potluck,,,,,,,,,,,,,potluck,work/school,,,,,,,,,,,,,,
power,,,,,,,,,,power,rejuvenated,positive,,,,,,,,,,,,,,,,
powered,,,,,,,,,,power,rejuvenated,positive,,,,,,,,,,,,,,,,
pozol,,,,,,,,,,,,,,,,,,,,,,,,,,pozol,mocktails,non alcoholic
praised,,,,,,,,,,praise,happy,feel good,,,,,,,,,,,,,,,,
praising,,,,,,,,,,praise,happy,feel good,,,,,,,,,,,,,,,,
praise,,,,,,,,,,praise,happy,feel good,,,,,,,,,,,,,,,,
praline,praline,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
preference,,,,,,,,,,preference,happy,feel good,,,,,,,,,,,,,,,,
preservative,,,,,,,,,,,,,,,,,,,,preservatives,ingredients,,,,,,,
preservatives,,,,,,,,,,,,,,,,,,,,preservatives,ingredients,,,,,,,
pretty,,,,,,,,,,pretty,affection/longing,positive,,,,,,,,,,,,,,,,
prevent,,,,,,,,,,,,,,,,,,,,prevent,nutritional,,,,,,,
preventing,,,,,,,,,,,,,,,,,,,,prevent,nutritional,,,,,,,
prevents,,,,,,,,,,,,,,,,,,,,prevent,nutritional,,,,,,,
pride,,,,,,,,,,pride,pride,pride,,,,,,,,,,,,,,,,
prime rib,prime rib,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
princess,,,,,,,,,,,,,,,princess,romantic partner,pair,,,,,,,,,,,
pringles,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles barbecue ,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles barbecue ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles barbecue ,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles cheese ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles cheese ,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles chile and lemon ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles chile and lemon ,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles cream and onion,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles cream and onion,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles original,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles original,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles pizza,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles pizza,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles serrano ham ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles serrano ham ,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles snack stacks cream and onion ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles snack stacks cream and onion ,snack stacks,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles snack stacks original ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles snack stacks original ,snack stacks,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles tortilla chips cheese ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles tortilla chips cheese ,tortilla,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles tortilla chips original ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles tortilla chips original ,tortilla,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles tortilla sauce ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles tortilla sauce ,tortilla,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
pringles xtra buffalo wings ,pringles,salty snacks,light food,light food,salty snacks,packaged food,pringles xtra buffalo wings ,pringles,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
probiotic,,,,,,,,,,,,,,,,,,,,probiotic,properties,,,,,,,
probiotics,,,,,,,,,,,,,,,,,,,,probiotic,properties,,,,,,,
produto,produto,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
prom date,,,,,,,,,,,,,,,prom date,romantic partner,pair,,,,,,,,,,,
protein bar,protein bars,bars,light food,light food,wholesome snacks,packaged food,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
protein,,,,,,,,,,,,,,,,,,,,protein,nutritional,,,,,,,
protein bars,protein bars,bars,light food,light food,wholesome snacks,packaged food,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
protein rich,,,,,,,,,,,,,,,,,,,,protein,nutritional,,,,,,,
proteina vegana,,,,,,,proteina vegana,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
proteina vegana escura,,,,,,,proteina vegana escura,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
proteins,,,,,,,,,,,,,,,,,,,,protein,nutritional,,,,,,,
proud,,,,,,,,,,pride,pride,pride,,,,,,,,,,,,,,,,
proveito,proveito,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
provides energy,,,,,,,,,,,,,,,,,,,,,,provides energy,energize,,,,,
provocar,provocar,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
provolone,provolone,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
pub,,,,,,,,,,,,,pub,outside,,,,,,,,,,,,,,
pubs,,,,,,,,,,,,,pub,outside,,,,,,,,,,,,,,
pudding,pudding,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
pudim,pudim,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
pulparindo,pulparindo,wholesome snacks,light food,light food,wholesome snacks,,pulparindo,pulparindo,pulparindo,,,,,,,,,,,portable,portable,rte,rte,,,,,
pulque,,,,,,,,,,,,,,,,,,,,,,,,,,pulque,cocktails,alcoholic
pumpernickel,pumpernickel,cereal,light food,,,,,,,,,,,,,,,,,,,rte,rte,,,,,
pumpkin,pumpkin,veggies,veggies,,,,,,,,,,,,,,,,,,,,,,,,,
pumpkin cheese ball,pumpkin cheese ball,snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,,,,,,,,,
pumpkin pie,pumpkin pie,snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,,,,,,,,,
pumpkin pie martini,,,,,,,,,,,,,,,,,,,,,,,,,,pumpkin pie martini,cocktails,alcoholic
pumpkin pie tini,,,,,,,,,,,,,,,,,,,,,,,,,,pumpkin pie martini,cocktails,alcoholic
pumpkin seeds,pumpkin seeds,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
pure & natural,,,,,,,,,,,,,,,,,,,,,,pure and natural,natural,,,,,
pure and natural,,,,,,,,,,,,,,,,,,,,,,pure and natural,natural,,,,,
pure natural,,,,,,,,,,,,,,,,,,,,,,pure and natural,natural,,,,,
pure nutrition,,,,,,,,,,,,,,,,,,,,,,pure nutrition,health & nutrition,,,,,
puree,puree,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
purified water,,,,,,,,,,,,,,,,,,,,,,,,,,purified water,water,non alcoholic
quaker breakfast flats,,,,,,,quaker breakfast flats,quaker breakfast flats,quaker,,,,,,,,,,,,,,,,,,,
quaker breakfast squares,,,,,,,quaker breakfast squares,quaker breakfast squares,quaker,,,,,,,,,,,,,,,,,,,
quaker chewy bites,,,,,,,quaker chewy bites,quaker chewy bites,quaker,,,,,,,,,,,,,,,,,,,
quaker chewy dipps franola bars,,,,,,,quaker chewy dipps franola bars,quaker chewy dipps franola bars,quaker,,,,,,,,,,,,,,,,,,,
quaker chewy granola bars,,,,,,,quaker chewy granola bars,quaker chewy granola bars,quaker,,,,,,,,,,,,,,,,,,,
quaker harvest crunch,,,,,,,quaker harvest crunch,quaker harvest crunch,quaker,,,,,,,,,,,,,,,,,,,
quaker instant grits,,,,,,,quaker instant grits,quaker instant grits,quaker,,,,,,,,,,,,,,,,,,,
quaker instant oatmeal,,,,,,,quaker instant oatmeal,quaker instant oatmeal,quaker,,,,,,,,,,,,,,,,,,,
quaker life cereal,cereal,cereal,light food,light food,wholesome snacks,packaged,quaker life cereal,quaker life cereal,quaker,,,,,,,,,,,,,,,,,,,
quaker oat bran cereal,cereal,cereal,light food,light food,wholesome snacks,packaged,quaker oat bran cereal,quaker oat bran cereal,quaker,,,,,,,,,,,,,,,,,,,
quaker oatmeal squares,,,,,,,quaker oatmeal squares,quaker oatmeal squares,quaker,,,,,,,,,,,,,,,,,,,
quaker real medleys,,,,,,,quaker real medleys,quaker real medleys,quaker,,,,,,,,,,,,,,,,,,,
quaker simply granola,,,,,,,quaker simply granola,quaker simply granola,quaker,,,,,,,,,,,,,,,,,,,
quality,,,,,,,,,,,,,,,,,,,,,,quality,quality,,,,,
queen,,,,,,,,,,,,,,,queen,romantic partner,pair,,,,,,,,,,,
queijo,queijo,salty snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,,,,,,,,,
quench,,,,,,,,,,quench,satisfied,feel good,,,,,,,,,,,,,,,,
quenched,,,,,,,,,,quench,satisfied,feel good,,,,,,,,,,,,,,,,
quenches,,,,,,,,,,quench,satisfied,feel good,,,,,,,,,,,,,,,,
querido,querido,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
quesadilla,quesadilla,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
queso,queso,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
quick boost,,,,,,,,,,,,,,,,,,,,,,quick boost,energize,,,,,
quick drink,,,,,,,,,,,,,,,,,,,,,,quick drink,quick drink,,,,,
quick eat,,,,,,,,,,,,,,,,,,,,,,quick eat,quick eat,,,,,
quick eating,,,,,,,,,,,,,,,,,,,,,,quick eat,quick eat,,,,,
quick energy,,,,,,,,,,,,,,,,,,,,,,quick boost,energize,,,,,
quick prep,,,,,,,,,,,,,,,,,,,,,,quick prep,convenience,,,,,
quindim,quindim,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
quinoa,quinoa,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,,,
quinoa real em flocos organica,quinoa,nuts/seeds,wholesome snacks,,,,quinoa real em flocos organica,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
quinoa real em graos organica,quinoa,nuts/seeds,wholesome snacks,,,,quinoa real em graos organica,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
quinoa real mista em graos organica,quinoa,nuts/seeds,wholesome snacks,,,,quinoa real mista em graos organica,organico,jasmine alimentos,,,,,,,,,,,,,,,,,,,
rabanada,rabanada,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
raisin,raisin,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
raisins,raisins,nuts/seeds,wholesome snacks,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
rancheritos,rancheritos,salty snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
ranchero,ranchero,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,rte,rte,,,,,
rancheros,rancheros,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
raspados,raspados,dessert,light food,light food,sweet snacks,,,,,,,,,,,,,,,,,,,,,,,
raspberries,raspberries,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
raspberry,raspberry,fruits,natural,,,,,,,,,,,,,,,,,,,,,,,,,
raw,,,,,,,,,,,,,,,,,,,,raw,textures,,,,,,,
read,,,,,,,,,,,,,,,,,,,,,,,,reading,leisure,,,
reading,,,,,,,,,,,,,,,,,,,,,,,,reading,leisure,,,
rebanaditas,rebanaditas,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
recharge,,,,,,,,,,recharge,rejuvenated,positive,,,,,,,,,,,,,,,,
recharged,,,,,,,,,,recharged,rejuvenated,positive,,,,,,,,,,,,,,,,
recover and replenish,,,,,,,,,,,,,,,,,,,,,,recover and replenish,recover and replenish,,,,,
recreation,,,,,,,,,,recreation,laid back,feel good,,,,,,,,,,,,,,,,
red berries,,,,,,,red berries,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
reference,,,,,,,,,,reference,reference,reference,,,,,,,,,,,,,,,,
refreshed,,,,,,,,,,refreshed,rejuvenated,positive,,,,,,,,,,,,,,,,
refreshing,,,,,,,,,,refreshing,rejuvenated,positive,,,,,,,,,,refreshing,refreshing,,,,,
refrigerated,,,,,,,,,,,,,,,,,,,,refrigerated,textures,,,,,,,
regret,,,,,,,,,,regret,dislike,negative,,,,,,,,,,,,,,,,
relative,,,,,,,,,,,,,,,relative,family,small group,,,,,,,,,,,
relatives,,,,,,,,,,,,,,,relatives,family,small group,,,,,,,,,,,
relax,,,,,,,,,,relax,rejuvenated,positive,,,,,,,,,,,,,,,,
relief,,,,,,,,,,relief,satisfied,feel good,,,,,,,,,,,,,,,,
relieved,,,,,,,,,,relieved,rejuvenated,positive,,,,,,,,,,,,,,,,
remedies,,,,,,,,,,,,,,,,,,,,remedies,nutritional,,,,,,,
remedy,,,,,,,,,,,,,,,,,,,,remedies,nutritional,,,,,,,
remoulade,remoulade,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,rte,rte,,,,,
rendimento,rendimento,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
renewed,,,,,,,,,,renewed,rejuvenated,positive,,,,,,,,,,,,,,,,
repent,,,,,,,,,,repent,dislike,negative,,,,,,,,,,,,,,,,
repents,,,,,,,,,,repents,dislike,negative,,,,,,,,,,,,,,,,
replace meal,,,,,,,,,,,,,,,,,,,,,,replace meal,meal replacement,,,,,
replenish,,,,,,,,,,,,,,,,,,,,,,replenish,energize,,,,,
replenish and recover,,,,,,,,,,,,,,,,,,,,,,replenish and recover,energize,,,,,
replenish energy,,,,,,,,,,,,,,,,,,,,,,replenish energy,energize,,,,,
replenishes,,,,,,,,,,,,,,,,,,,,,,replenishes,energize,,,,,
resort,,,,,,,,,,,,,resort,outside,,,,,,,,,,,,,,
rest room,,,,,,,,,,,,,rest room,home,,,,,,,,,,,,,,
restaurant,,,,,,,,,,,,,restaurant,coffee shops/bakery/eatery,,,,,,,,,,,,,,
restaurant bar,,,,,,,,,,,,,restaurant bar,coffee shops/bakery/eatery,,,,,,,,,,,,,,
restaurant cafe,,,,,,,,,,,,,restaurant cafe,coffee shops/bakery/eatery,,,,,,,,,,,,,,
restore,,,,,,,,,,restore,restore,restore,,,,,,,,,,,,,,,,
restore myself,,,,,,,,,,,,,,,,,,,,,,restore myself,restore myself,,,,,
restored,,,,,,,,,,restored,rejuvenated,positive,,,,,,,,,,restored,energize,,,,,
restroom,,,,,,,,,,,,,restroom,home,,,,,,,,,,,,,,
resultado,resultado,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
rewarded,,,,,,,,,,rewarded,satisfied,feel good,,,,,,,,,,,,,,,,
rh 27 sem adicao de acucar,,,,,,,rh 27 sem adicao de acucar,linha diet,kobber,,,,,,,,,,,,,,,,,,,
rib chops,rib chops,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
rice,rice,heavy meal,heavy meal,,,,,,,,,,,,,,,,,,,,,,,,,
rice krispies,,,,,,,rice krispies,rice krispies,kelloggs,,,,,,,,,,,,,,,,,,,
rice krispies megas,rice krispies megas,wholesome snacks,light food,light food,wholesome snacks,,rice krispies megas,rice krispies,kelloggs,,,,,,,,,,,portable,portable,rte,rte,,,,,
rice krispies square,,,,,,,rice krispies square,rice krispies,kelloggs,,,,,,,,,,,,,,,,,,,
rice krispies treats,,,,,,,rice krispies treats,rice krispies,kelloggs,,,,,,,,,,,,,,,,,,,
ricolino,ricolino,wholesome snacks,light food,light food,wholesome snacks,,ricolino,ricolino,ricolino,,,,,,,,,,,portable,portable,rte,rte,,,,,
ricotta,ricotta,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
ride,,,,,,,,,,,,,,,,,,,,,,,,riding,physical activity,,,
riding,,,,,,,,,,,,,,,,,,,,,,,,riding,physical activity,,,
rigour,,,,,,,,,,rigour,dislike,negative,,,,,,,,,,,,,,,,
rind,rind,light food,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
rio,,,,,,,,,,,,,rio,outside,,,,,,,,,,,,,,
ripe,,,,,,,,,,,,,,,,,,,,ripe,textures,,,,,,,
ristretto,,,,,,,,,,,,,,,,,,,,,,,,,,ristretto,coffee,non alcoholic
ritter,ritter,wholesome snacks,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
ritual,,,,,,,,,,,,,,,,,,,,,,ritual,routine,,,,,
road,,,,,,,,,,,,,road,on the way,,,,,,,,,,,,,,
roast,,,,,,,,,,,,,,,,,,,,roasted,textures,,,,,,,
roast turkey,roast turkey,meat,meat,,,,,,,,,,,,,,,,,,,,,,,,,
roasted,,,,,,,,,,,,,,,,,,,,roasted,textures,,,,,,,
roasted peanut,roasted peanuts,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
roasted peanuts,roasted peanuts,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
rocked,,,,,,,,,,rocked,superlative,positive,,,,,,,,,,,,,,,,
romantic partner,,,,,,,,,,,,,,,romantic partner,romantic partner,pair,,,,,,,,,,,
rooftop,,,,,,,,,,,,,rooftop,home,,,,,,,,,,,,,,
roomie,,,,,,,,,,,,,,,roomie,friends,small group,,,,,,,,,,,
roomies,,,,,,,,,,,,,,,roomies,friends,small group,,,,,,,,,,,
roommate,,,,,,,,,,,,,,,roommate,friends,small group,,,,,,,,,,,
roommates,,,,,,,,,,,,,,,roommates,friends,small group,,,,,,,,,,,
root beer,,,,,,,,,,,,,,,,,,,,,,,,,,root beer,beer,alcoholic
root vegetable,root veggies,veggies,veggies,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,root veggies,veggies,veggies,,,,,,,,,,,,,,,,,,,,,,,,,
root veggies,root veggies,veggies,veggies,,,,,,,,,,,,,,,,,,,,,,,,,
rosemary,rosemary,sides/sauces/spices,sides/sauces/spices,,,,,,,,,,,,,,,,,,,,,,,,,
rosquinha,rosquinha,wholesome snacks,light food,light food,wholesome snacks,,rosquinha,rosquinha,jasmine alimentos,,,,,,,,,,,,,,,,,,,
rosquinha zero acucar coco,,,,,,,rosquinha zero acucar coco,zero acucar,jasmine alimentos,,,,,,,,,,,,,,,,,,,
rosquinhas integral aveia e mel,,,,,,,rosquinhas integral aveia e mel,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
rosquinhas integral banana e maca,,,,,,,rosquinhas integral banana e maca,integral,jasmine alimentos,,,,,,,,,,,,,,,,,,,
rosquinhas zero acucar laranja e cenoura,,,,,,,rosquinhas zero acucar laranja e cenoura,zero acucar,jasmine alimentos,,,,,,,,,,,,,,,,,,,
routine,,,,,,,,,,,,,,,,,,,,,,routine,routine,,,,,
ruffle,ruffle,snacks,light food,light food,salty snacks,,,,,,,,,,,,,,,portable,portable,rte,rte,,,,,
ruffles,ruffles,salty snacks,light food,light food,salty snacks,,ruffles,ruffles,ruffles,,,,,,,,,,,portable,portable,rte,rte,,,,,
rum,,,,,,,,,,,,,,,,,,,,,,,,,,rum,alcohol,alcoholic
rum sangaree,,,,,,,,,,,,,,,,,,,,,,,,,,rum sangaree,cocktails,alcoholic
rush,,,,,,,,,,rush,rush,rush,,,,,,,,,,,,,,,,
rushed,,,,,,,,,,rushed,rushed,rushed,,,,,,,,,,,,,,,,
rye,rye,cereal,light food,light food,wholesome snacks,,,,,,,,,,,,,,,,,,,,,,,
sabritas,sabritas,salty snacks,light food,light food,salty snacks,,sabritas,sabritas,sabritas,,,,,,,,,,,portable,portable,rte,rte,,,,,
sabrosa,sabrosa,traditional dishes,light food,traditional food,,,,,,,,,,,,,,,,,,,,,,,,
sacrifice,,,,,,,,,,sacrifice,sacrifice,sacrifice,,,,,,,,,,,,,,,,
sad,,,,,,,,,,sad,dislike,negative,,,,,,,,,,,,,,,,
sadness,,,,,,,,,,sadness,dislike,negative,,,,,,,,,,,,,,,,
safe,,,,,,,,,,safe,safe,safe,,,,,,,,,,,,,,,,
safe and healthy,,,,,,,,,,,,,,,,,,,,,,safe and healthy,safe and healthy,,,,,
